Change_Point_Date,Mean_Before,Mean_After,Price_Before,Price_After,Price_Change_Percent,Closest_Event_Date,Closest_Event_Description,Closest_Event_Type
2018-03-21,-0.00045441075789428475,0.00016787610116685548,75.35269475747181,70.6600139275766,-6.227621779153285,2018-05-08,U.S. withdraws from Iran nuclear deal,Sanctions
